ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
1203,1354,1,2025-11-02,1,10,36,105,19,2283,1,0
1204,1356,1,2025-11-03,1,3,10,211,5,2285,1,0
1205,1357,1,2025-10-19,1,14,54,55,27,2286,1,0
1206,1359,2,2026-04-02,1,8,29,187,16,2288,1,0
1207,1359,2,2026-05-22,1,8,29,187,16,2289,1,0
1208,1360,1,2023-02-01,1,3,11,218,5,2290,1,0
1209,1361,1,2026-11-01,1,13,51,182,26,2291,1,0
1210,1363,2,2025-12-02,1,7,25,241,13,2293,1,0
1211,1365,2,2025-03-15,1,14,54,45,28,2295,1,0
1212,1366,1,2027-01-22,1,10,37,91,20,2296,1,0
1213,1367,1,2024-02-06,1,12,46,185,24,2297,1,0
1214,1369,1,2023-04-30,1,1,2,29,1,2299,1,0
1215,1370,2,2026-01-14,1,6,23,246,11,2300,1,0
1216,1371,1,2025-10-22,1,5,19,175,9,2301,1,0
1217,1373,1,2023-07-12,1,2,8,89,4,2303,1,0
1218,1376,2,2024-05-01,1,8,29,187,16,2307,1,0
1219,1377,2,2024-02-13,3,18,19,175,9,2308,1,0
1220,1380,1,2025-03-07,1,8,28,250,15,2313,1,1
1221,1382,1,2024-02-03,3,19,4,169,1,2315,1,0
1222,1383,1,2026-05-06,1,13,51,4,25,2316,1,0
1223,1384,1,2026-10-06,1,15,59,94,30,2318,1,0
1224,1384,2,2026-09-22,1,15,59,94,30,2319,1,0
1225,1385,1,2024-09-02,1,2,7,125,4,2320,1,0
1226,1385,1,2024-08-21,1,2,7,125,4,2321,1,0
1227,1387,1,2025-12-19,1,10,36,48,20,2323,1,0
1228,1387,1,2025-12-05,1,10,36,48,20,2324,1,0
1229,1388,1,2023-09-07,1,11,40,173,22,2325,1,0
1230,1388,2,2023-10-10,1,11,40,173,22,2326,1,0
1231,1389,1,2023-08-30,1,5,19,71,9,2330,1,0
1232,1389,1,2023-10-21,1,5,19,71,9,2331,1,0
1233,1390,1,2026-10-24,1,8,29,130,15,2334,1,0
1234,1391,1,2026-10-07,1,3,10,65,5,2335,1,0
1235,1392,2,2026-06-02,1,7,26,23,13,2337,1,0
1236,1395,1,2024-06-09,1,14,54,31,28,2342,1,0
1237,1396,2,2024-10-23,1,6,23,57,12,2343,1,0
1238,1397,1,2023-11-10,1,12,47,68,23,2344,1,0
1239,1398,1,2025-03-21,1,14,55,53,27,2346,1,0
1240,1399,1,2023-08-10,1,1,2,96,2,2348,1,0
1241,1399,1,2023-09-03,1,1,2,96,2,2349,1,0
1242,1401,1,2023-11-13,1,9,33,129,17,2351,1,0
1243,1402,1,2026-06-29,1,12,46,185,23,2353,1,0
1244,1402,1,2026-07-22,1,12,46,185,23,2354,1,0
1245,1403,1,2024-09-17,1,14,55,146,28,2357,1,0
1246,1405,1,2026-03-21,1,3,11,39,6,2360,1,0
1247,1406,1,2026-04-08,1,6,22,24,12,2362,1,0
1248,1407,2,2023-03-01,1,15,60,27,29,2363,1,0
1249,1407,1,2023-04-08,1,15,60,27,29,2364,1,0
1250,1408,1,2024-10-26,1,13,51,168,26,2365,1,0
1251,1409,2,2026-12-09,1,11,39,159,21,2367,1,0
1252,1410,1,2023-06-25,1,3,11,158,6,2368,1,0
1253,1410,1,2023-05-07,1,3,11,158,6,2369,1,0
1254,1411,1,2023-08-07,1,5,20,6,10,2370,1,0
1255,1413,1,2026-09-18,1,2,8,209,4,2373,1,0
1256,1414,1,2024-09-18,1,4,13,35,8,2374,1,0
1257,1415,1,2027-02-16,1,4,14,108,8,2375,1,0
1258,1416,1,2024-11-12,1,7,26,231,13,2377,1,0
1259,1421,1,2026-10-15,1,9,34,50,17,2383,1,0
1260,1423,1,2023-12-02,1,13,49,181,26,2386,1,0
1261,1424,2,2025-12-31,1,14,55,141,27,2388,1,0
1262,1424,1,2025-11-08,1,14,55,141,27,2389,1,0
1263,1425,1,2025-04-07,1,4,15,26,8,2390,1,0
1264,1425,1,2025-03-23,1,4,15,26,8,2391,1,0
1265,1426,2,2025-03-08,1,6,22,93,11,2393,1,0
1266,1427,1,2025-11-22,1,14,55,146,28,2394,1,0
1267,1428,1,2026-11-16,1,4,16,30,8,2395,1,0
1268,1428,1,2026-10-21,1,4,16,30,8,2396,1,0
1269,1429,2,2025-07-15,1,5,20,10,9,2398,1,0
1270,1430,1,2023-11-30,1,14,54,131,28,2399,1,0
1271,1431,2,2024-08-09,1,15,58,78,29,2400,1,0
1272,1433,2,2023-06-17,1,13,52,217,26,2404,1,0
1273,1435,1,2023-07-26,4,20,41,88,22,2406,1,0
1274,1436,1,2026-11-28,1,12,47,58,24,2407,1,0
1275,1436,1,2026-11-02,1,12,47,58,24,2410,1,1
1276,1439,1,2023-10-16,1,4,15,26,7,2413,1,0
1277,1440,1,2025-05-30,1,8,28,36,15,2414,1,0
1278,1441,1,2026-09-25,1,5,18,247,10,2416,1,0
1279,1444,2,2025-10-13,1,12,44,85,24,2422,1,0
1280,1445,1,2025-12-25,1,12,44,85,24,2424,1,0
1281,1445,2,2025-12-24,1,12,44,85,24,2425,1,0
1282,1445,1,2026-02-02,1,12,44,85,24,2426,1,0
1283,1446,1,2025-12-15,1,4,13,83,7,2427,1,0
1284,1447,1,2026-02-18,1,2,7,145,4,2429,1,0
1285,1449,1,2025-04-01,1,6,22,17,11,2431,1,0
1286,1449,1,2025-05-10,1,6,22,17,11,2432,1,0
1287,1451,1,2025-01-12,1,10,36,40,19,2434,1,0
1288,1452,2,2023-05-23,1,4,14,163,7,2435,1,0
1289,1453,1,2025-05-19,1,6,23,119,11,2436,1,0
1290,1455,1,2024-11-07,1,9,33,122,17,2439,1,0
1291,1456,1,2026-08-16,1,4,13,83,8,2440,1,0
1292,1457,2,2025-06-17,1,7,26,231,13,2441,1,0
1293,1458,2,2026-11-21,1,12,47,239,24,2443,1,0
1294,1458,2,2026-11-21,1,12,47,239,24,2444,1,0
1295,1459,1,2026-03-15,1,4,15,110,7,2445,1,0
1296,1460,1,2023-12-10,1,10,36,48,19,2446,1,0
1297,1461,1,2024-01-12,1,1,3,2,1,2447,1,0
1298,1463,1,2024-03-03,1,5,18,202,9,2449,1,0
1299,1464,1,2026-01-31,1,1,3,2,1,2450,1,0
1300,1465,1,2027-01-01,1,8,28,224,15,2451,1,0
1301,1466,1,2025-01-21,1,13,50,236,26,2452,1,1
1302,1466,1,2025-03-10,1,13,50,236,26,2453,1,0
1303,1466,2,2025-03-12,1,13,50,236,26,2454,1,1
1304,1466,1,2025-03-12,1,13,50,236,26,2455,1,0
1305,1467,1,2024-01-19,1,2,8,89,4,2456,1,0
1306,1467,1,2023-12-17,1,2,8,89,4,2457,1,0
1307,1467,1,2024-01-13,1,2,8,89,4,2458,1,0
1308,1472,1,2025-08-09,1,15,57,72,29,2465,1,0
1309,1472,1,2025-08-29,1,15,57,72,29,2466,1,0
1310,1474,1,2024-03-10,1,2,8,89,4,2468,1,0
1311,1476,1,2024-08-11,1,2,7,109,4,2471,1,0
1312,1477,1,2026-12-10,1,15,59,147,30,2473,1,0
1313,1478,1,2024-06-24,1,11,42,117,21,2475,1,0
1314,1478,2,2024-07-24,1,11,42,117,21,2476,1,0
1315,1479,1,2026-07-19,1,13,51,4,25,2478,1,0
1316,1482,1,2023-08-07,1,6,23,119,12,2484,1,0
1317,1483,2,2024-05-09,1,14,55,53,28,2485,1,0
1318,1484,2,2026-01-10,1,9,31,120,17,2487,1,0
1319,1485,1,2024-08-04,1,10,37,12,19,2489,1,0
1320,1488,1,2025-03-20,1,12,44,232,23,2492,1,0
1321,1488,2,2025-02-22,1,12,44,232,23,2494,1,0
1322,1488,1,2025-02-12,1,12,44,232,23,2495,1,1
1323,1489,1,2023-10-11,1,10,37,86,20,2496,1,0
1324,1490,2,2024-10-05,1,7,26,95,13,2497,1,0
1325,1490,1,2024-09-12,1,7,26,95,13,2498,1,0
1326,1490,2,2024-10-20,1,7,26,95,13,2499,1,0
1327,1491,1,2024-07-13,1,9,33,177,17,2500,1,0
1328,1492,1,2024-02-27,1,11,40,135,21,2501,1,0
1329,1492,1,2024-03-17,1,11,40,135,21,2502,1,0
1330,1492,1,2024-04-10,1,11,40,135,21,2503,1,0
1331,1493,1,2023-03-17,1,14,55,242,28,2504,1,0
1332,1494,1,2023-08-30,1,6,23,57,11,2505,1,0
1333,1494,2,2023-08-15,1,6,23,57,11,2506,1,0
1334,1494,1,2023-08-19,1,6,23,57,11,2507,1,0
1335,1495,1,2026-05-27,1,13,50,133,25,2509,1,0
1336,1495,1,2026-06-20,1,13,50,133,25,2510,1,0
1337,1497,1,2026-11-20,1,3,11,238,5,2512,1,0
1338,1499,2,2023-06-17,1,10,37,103,19,2514,1,0
1339,1499,1,2023-06-25,1,10,37,103,19,2515,1,0
1340,1500,1,2025-11-11,1,2,8,106,4,2517,1,0
1341,1500,1,2025-11-04,1,2,8,106,4,2518,1,0
1342,1501,1,2026-05-20,3,18,13,35,7,2520,1,0
1343,1503,1,2027-01-01,1,6,22,229,11,2522,1,0
1344,1503,1,2026-11-24,1,6,22,229,11,2523,1,0
1345,1503,1,2026-12-28,1,6,22,229,11,2524,1,0
1346,1505,1,2024-10-22,1,6,22,93,12,2527,1,0
1347,1505,1,2024-10-25,1,6,22,93,12,2528,1,0
1348,1506,1,2026-03-03,1,7,25,132,13,2529,1,0
1349,1508,1,2023-10-22,1,8,29,156,15,2531,1,1
1350,1509,1,2023-11-12,1,13,51,237,26,2535,1,0
1351,1510,2,2026-11-07,1,4,14,163,7,2536,1,0
1352,1511,1,2024-04-06,1,7,25,47,13,2537,1,0
1353,1512,1,2025-08-26,1,10,37,183,19,2539,1,0
1354,1515,1,2023-06-19,1,1,5,115,1,2542,1,0
1355,1516,1,2023-05-19,1,8,28,22,16,2546,1,0
1356,1517,1,2024-08-13,1,14,55,81,28,2547,1,0
1357,1518,2,2024-10-09,1,13,50,236,26,2548,1,0
1358,1519,1,2025-03-27,1,7,25,79,14,2549,1,0
1359,1519,1,2025-03-03,1,7,25,79,14,2551,1,0
1360,1521,2,2025-03-12,1,10,36,179,19,2553,1,0
1361,1522,1,2024-03-10,1,14,55,53,27,2557,1,0
1362,1522,1,2024-04-26,1,14,55,53,27,2558,1,0
1363,1523,1,2023-03-23,1,11,39,159,21,2559,1,0
1364,1523,1,2023-02-27,1,11,39,159,21,2560,1,0
1365,1524,1,2026-11-14,1,11,40,208,21,2562,1,0
1366,1525,1,2026-07-19,1,10,37,97,20,2564,1,0
1367,1526,1,2025-12-18,1,9,32,19,18,2565,1,1
1368,1527,2,2026-03-05,1,2,8,201,4,2567,1,0
1369,1531,1,2024-03-06,1,15,60,27,30,2573,1,0
1370,1532,1,2025-09-26,1,15,57,235,29,2574,1,0
1371,1534,1,2024-01-22,1,12,46,196,24,2578,1,0
1372,1534,2,2024-03-08,1,12,46,196,24,2579,1,0
1373,1535,1,2023-04-14,1,14,54,210,28,2580,1,0
1374,1535,1,2023-03-28,2,17,54,210,28,2581,1,0
1375,1536,1,2023-09-14,1,11,39,25,21,2582,1,0
1376,1537,2,2026-01-23,1,9,32,220,17,2583,1,0
1377,1538,1,2023-05-08,1,2,7,138,4,2584,1,0
1378,1538,2,2023-04-01,1,2,7,138,4,2586,1,0
1379,1539,2,2023-11-26,1,1,3,2,2,2587,1,0
1380,1540,1,2025-03-18,1,8,28,22,16,2588,1,0
1381,1542,1,2026-11-07,1,7,25,1,14,2590,1,1
1382,1542,1,2026-11-04,1,7,25,1,14,2591,1,0
1383,1543,1,2023-08-23,1,9,31,219,17,2592,1,0
1384,1544,1,2023-09-17,1,1,3,166,2,2593,1,0
1385,1545,1,2026-02-18,1,2,8,188,4,2594,1,0
1386,1546,1,2023-04-04,1,11,40,143,21,2595,1,0
1387,1547,1,2024-03-16,1,11,42,61,21,2596,1,0
1388,1548,1,2026-12-23,1,9,32,19,18,2597,1,0
1389,1549,2,2024-07-15,1,9,31,219,18,2598,1,0
1390,1550,2,2024-07-28,1,10,36,48,19,2599,1,0
1391,1550,1,2024-09-23,1,10,36,48,19,2600,1,0
1392,1551,1,2025-02-07,1,12,44,232,23,2601,1,0
1393,1551,2,2025-03-28,1,12,44,232,23,2602,1,0
1394,1552,1,2026-06-16,1,14,55,146,27,2604,1,0
1395,1552,1,2026-05-17,1,14,55,146,27,2605,1,0
1396,1553,1,2025-11-17,1,10,36,189,20,2606,1,0
1397,1555,1,2026-06-06,1,13,49,203,25,2608,1,0
1398,1556,1,2023-07-11,1,7,25,33,13,2609,1,0
1399,1558,2,2025-12-15,1,13,52,178,26,2612,1,0
1400,1559,1,2025-10-30,1,7,26,231,13,2616,1,0
1401,1560,1,2026-07-13,1,7,25,74,14,2617,1,0
1402,1560,2,2026-07-08,1,7,25,74,14,2618,1,0
1403,1562,1,2025-03-20,1,14,54,164,28,2620,1,0
1404,1563,1,2023-08-23,1,12,44,85,23,2623,1,0
1405,1563,1,2023-08-03,1,12,44,85,23,2624,1,0
1406,1564,1,2025-07-31,1,10,37,227,19,2625,1,0
1407,1564,1,2025-07-20,1,10,37,227,19,2626,1,0
1408,1565,1,2023-03-01,1,11,40,135,21,2628,1,0
1409,1566,2,2024-04-30,1,11,40,37,21,2630,1,0
1410,1566,1,2024-04-08,1,11,40,37,21,2631,1,0
1411,1566,1,2024-05-17,1,11,40,37,21,2632,1,0
1412,1567,1,2026-03-03,1,14,54,210,27,2633,1,0
1413,1568,2,2026-10-30,1,9,33,172,18,2634,1,0
1414,1570,1,2025-06-04,1,4,16,184,8,2636,1,0
1415,1570,1,2025-06-23,1,4,16,184,8,2637,1,0
1416,1570,1,2025-07-08,1,4,16,184,8,2638,1,0
1417,1570,1,2025-07-10,1,4,16,184,8,2639,1,0
1418,1572,1,2024-01-02,1,4,15,26,8,2641,1,0
1419,1574,1,2024-08-06,1,3,10,211,5,2644,1,0
1420,1575,1,2026-12-30,1,6,23,5,12,2645,1,0
1421,1576,1,2025-04-02,1,4,16,127,8,2646,1,0
1422,1577,1,2026-12-08,1,3,10,152,5,2647,1,0
1423,1578,1,2024-05-07,1,8,28,250,15,2648,1,0
1424,1579,1,2026-06-29,1,8,28,155,15,2649,1,0
1425,1580,1,2024-04-14,1,11,42,199,22,2652,1,0
1426,1581,1,2023-03-27,1,13,52,217,26,2654,1,0
1427,1582,2,2024-10-17,1,11,39,67,21,2656,1,0
1428,1582,1,2024-10-22,1,11,39,67,21,2657,1,0
1429,1584,1,2023-06-28,1,12,45,214,24,2660,1,0
1430,1584,1,2023-06-26,1,12,45,214,24,2662,1,0
1431,1585,1,2026-04-06,1,11,39,67,22,2663,1,0
1432,1585,1,2026-04-23,1,11,39,67,22,2664,1,0
1433,1585,1,2026-05-14,1,11,39,67,22,2665,1,0
1434,1587,1,2023-06-05,1,14,55,146,28,2669,1,0
1435,1588,2,2025-12-06,1,6,23,57,12,2670,1,0
1436,1590,1,2025-10-27,1,1,4,62,1,2672,1,0
1437,1592,1,2025-12-10,1,7,25,74,13,2674,1,0
1438,1593,1,2026-12-10,1,14,55,134,28,2675,1,0
1439,1594,1,2026-08-19,1,9,32,220,18,2676,1,0
1440,1595,1,2026-09-23,1,11,40,208,21,2677,1,0
1441,1595,1,2026-09-24,1,11,40,208,21,2678,1,0
1442,1597,1,2026-03-21,1,9,33,90,17,2680,1,0
1443,1598,2,2025-03-25,1,14,55,242,28,2681,1,0
1444,1600,1,2023-04-18,1,4,16,184,8,2683,1,0
1445,1601,1,2023-04-28,1,13,50,51,26,2684,1,0
1446,1605,1,2023-10-03,1,7,25,191,13,2688,1,0
1447,1606,2,2025-04-13,1,14,54,55,27,2692,1,0
1448,1607,2,2026-12-22,1,10,36,105,19,2693,1,0
1449,1608,1,2026-03-22,1,12,44,85,24,2695,1,0
1450,1608,1,2026-04-10,1,12,44,85,24,2696,1,0
1451,1608,1,2026-03-24,1,12,44,85,24,2697,1,0
1452,1610,1,2023-03-16,1,10,36,48,20,2701,1,0
1453,1611,2,2024-07-08,1,13,51,168,26,2702,1,0
1454,1612,1,2023-10-28,1,12,47,205,23,2703,1,0
1455,1613,2,2025-04-22,1,11,40,173,22,2704,1,0
1456,1613,1,2025-04-26,1,11,40,173,22,2706,1,0
1457,1613,1,2025-05-08,1,11,40,173,22,2707,1,0
1458,1614,2,2025-11-28,1,6,23,57,11,2708,1,0
1459,1615,1,2024-04-13,1,3,11,158,6,2710,1,0
1460,1616,1,2025-03-22,1,14,54,131,28,2711,1,0
1461,1616,1,2025-02-27,1,14,54,131,28,2712,1,0
1462,1617,1,2025-04-16,1,4,14,108,7,2713,1,0
1463,1618,1,2026-01-12,1,13,51,4,25,2714,1,0
1464,1619,1,2025-11-03,1,14,54,210,28,2715,1,0
1465,1622,1,2027-02-08,1,9,34,207,18,2719,1,0
1466,1623,1,2026-03-26,1,14,55,146,28,2721,1,1
1467,1624,1,2026-10-08,1,6,23,245,11,2723,1,0
1468,1624,1,2026-10-11,1,6,23,245,11,2724,1,0
1469,1626,1,2024-04-10,1,7,26,231,13,2727,1,0
1470,1627,1,2025-09-28,1,12,45,73,24,2728,1,1
1471,1628,1,2025-04-19,1,3,11,14,6,2729,1,0
1472,1631,1,2024-05-06,1,11,41,154,21,2732,1,0
1473,1631,1,2024-03-21,1,11,41,154,21,2733,1,0
1474,1631,1,2024-05-05,1,11,41,154,21,2734,1,0
1475,1631,1,2024-04-13,1,11,41,154,21,2735,1,0
1476,1632,2,2027-01-30,1,4,13,35,8,2737,1,0
1477,1635,1,2023-04-04,1,8,29,156,16,2743,1,0
1478,1636,1,2023-08-06,1,1,4,82,2,2745,1,0
1479,1637,1,2026-08-20,1,3,11,218,6,2746,1,1
1480,1637,1,2026-08-19,1,3,11,218,6,2748,1,0
1481,1638,1,2025-12-25,1,4,15,110,7,2749,1,0
1482,1639,1,2025-12-29,1,12,47,58,23,2750,1,0
1483,1640,2,2026-02-10,1,1,4,157,1,2751,1,0
1484,1640,1,2026-02-09,1,1,4,157,1,2752,1,0
1485,1641,1,2026-04-19,1,3,11,158,5,2753,1,0
1486,1643,2,2025-03-09,1,5,19,151,10,2755,1,0
1487,1645,1,2025-11-05,1,11,40,208,22,2758,1,0
1488,1647,1,2026-07-03,1,12,44,85,23,2761,1,1
1489,1648,1,2023-04-14,1,9,32,123,17,2763,1,0
1490,1648,1,2023-03-08,1,9,32,123,17,2764,1,0
1491,1648,2,2023-03-20,1,9,32,123,17,2765,1,0
1492,1648,1,2023-02-22,1,9,32,123,17,2766,1,0
1493,1649,1,2025-05-12,1,3,10,152,6,2767,1,0
1494,1651,2,2026-02-18,4,21,13,35,8,2771,1,0
1495,1652,1,2025-05-29,1,13,51,190,25,2773,1,0
1496,1652,2,2025-06-28,1,13,51,190,25,2776,1,0
1497,1655,1,2024-11-03,1,7,26,231,13,2779,1,0
1498,1658,1,2023-10-25,1,3,11,39,6,2783,1,0
1499,1658,1,2023-10-21,3,18,11,39,6,2784,1,0
1500,1658,1,2023-09-15,1,3,11,39,6,2785,1,0
1501,1659,1,2025-08-02,1,13,52,217,25,2787,1,0
1502,1659,1,2025-07-19,1,13,52,217,25,2788,1,0
1503,1661,1,2023-02-02,1,15,58,66,29,2792,1,0
1504,1661,1,2023-02-21,1,15,58,66,29,2793,1,0
1505,1664,2,2026-04-14,1,4,15,226,7,2796,1,0
1506,1665,1,2026-12-07,1,11,42,199,22,2797,1,0
1507,1665,1,2026-12-05,1,11,42,199,22,2798,1,0
1508,1668,1,2025-10-14,1,12,46,196,24,2801,1,0
1509,1668,1,2025-11-30,1,12,46,196,24,2802,1,0
1510,1668,1,2025-10-23,1,12,46,196,24,2804,1,0
1511,1670,2,2024-11-19,1,5,19,71,10,2807,1,0
1512,1670,1,2024-11-25,1,5,19,71,10,2808,1,0
1513,1671,1,2023-12-18,1,15,57,235,30,2809,1,0
1514,1672,1,2024-12-15,1,11,40,173,21,2810,1,0
1515,1674,1,2026-06-17,1,4,15,44,7,2813,1,0
1516,1674,1,2026-05-21,1,4,15,44,7,2815,1,0
1517,1674,1,2026-06-25,1,4,15,44,7,2816,1,0
1518,1675,2,2025-02-19,1,7,26,231,14,2817,1,0
1519,1675,1,2025-03-31,1,7,26,231,14,2818,1,0
1520,1677,1,2026-06-13,1,4,13,35,8,2823,1,0
1521,1678,1,2026-03-07,1,7,25,241,13,2824,1,0
1522,1679,1,2025-02-20,1,8,29,118,16,2826,1,0
1523,1680,1,2026-09-04,1,11,41,64,21,2827,1,0
1524,1682,1,2023-08-03,1,10,37,12,19,2831,1,0
1525,1682,1,2023-08-18,1,10,37,12,19,2832,1,0
1526,1682,1,2023-08-06,1,10,37,12,19,2833,1,0
1527,1683,1,2024-07-08,1,8,29,187,16,2835,1,0
1528,1684,2,2025-06-06,1,6,23,161,11,2836,1,0
1529,1684,1,2025-05-05,1,6,23,161,11,2837,1,0
1530,1685,1,2025-03-13,1,8,28,250,15,2838,1,0
1531,1686,1,2026-08-30,1,9,31,219,17,2839,1,0
1532,1686,2,2026-08-04,1,9,31,219,17,2840,1,0
1533,1686,2,2026-08-05,1,9,31,219,17,2841,1,0
1534,1687,2,2023-11-08,1,1,4,153,1,2843,1,0
1535,1688,1,2025-03-04,1,12,45,73,23,2845,1,0
1536,1689,2,2023-04-18,1,4,16,127,7,2846,1,0
1537,1690,2,2025-01-26,1,8,29,130,15,2847,1,1
1538,1691,1,2025-12-06,1,11,40,173,22,2849,1,0
1539,1692,1,2024-10-21,1,8,28,250,15,2850,1,0
1540,1693,1,2024-10-17,1,8,29,70,16,2853,1,0
1541,1696,1,2024-04-19,1,3,10,13,5,2857,1,0
1542,1698,1,2025-06-09,1,6,23,246,11,2859,1,0
1543,1698,1,2025-05-25,1,6,23,246,11,2861,1,0
1544,1699,1,2024-12-07,1,15,60,27,29,2862,1,0
1545,1701,1,2024-01-03,1,5,18,198,10,2866,1,0
1546,1701,2,2024-01-04,1,5,18,198,10,2867,1,0
1547,1702,1,2026-10-14,1,1,5,204,2,2869,1,0
1548,1704,1,2026-12-17,1,14,54,192,27,2871,1,0
1549,1705,1,2023-06-01,1,12,45,73,24,2872,1,0
1550,1705,1,2023-04-15,1,12,45,73,24,2873,1,0
1551,1707,1,2025-06-22,1,1,5,204,1,2875,1,0
1552,1708,1,2026-09-16,1,7,25,150,13,2876,1,0
1553,1709,1,2024-06-01,1,9,33,172,18,2877,1,0
1554,1709,1,2024-04-13,1,9,33,172,18,2878,1,0
1555,1709,1,2024-04-09,1,9,33,172,18,2880,1,0
1556,1710,2,2024-09-27,1,5,19,216,9,2881,1,0
1557,1710,1,2024-10-14,1,5,19,216,9,2883,1,0
1558,1711,1,2026-05-27,1,6,23,245,12,2884,1,0
1559,1713,2,2024-06-03,1,7,26,38,13,2891,1,0
1560,1715,1,2023-08-15,1,14,54,164,28,2893,1,0
1561,1715,1,2023-07-05,1,14,54,164,28,2894,1,0
1562,1716,1,2025-10-09,1,5,20,10,9,2895,1,0
1563,1717,1,2025-12-18,3,19,55,53,27,2897,1,0
1564,1717,1,2025-12-20,1,14,55,53,27,2898,1,0
1565,1718,2,2023-12-22,1,14,54,210,27,2900,1,0
1566,1719,2,2024-02-26,1,10,37,86,19,2903,1,0
1567,1725,1,2024-02-26,1,7,26,95,14,2912,1,0
1568,1727,1,2025-08-27,1,8,29,130,16,2915,1,0
1569,1728,1,2023-06-20,1,11,40,143,22,2917,1,0
1570,1731,2,2025-09-15,1,3,11,43,5,2921,1,0
1571,1731,1,2025-08-30,1,3,11,43,5,2922,1,0
1572,1732,2,2026-11-03,1,5,18,198,9,2924,1,0
1573,1732,2,2026-09-19,3,19,18,198,9,2925,1,0
1574,1733,1,2026-09-04,1,6,22,93,11,2927,1,0
1575,1734,2,2024-12-22,1,6,23,246,11,2928,1,0
1576,1734,1,2024-11-12,1,6,23,246,11,2929,1,0
1577,1734,1,2024-12-28,1,6,23,246,11,2930,1,0
1578,1736,1,2026-03-15,2,17,2,29,1,2933,1,0
1579,1738,2,2023-10-06,1,13,52,75,26,2935,1,0
1580,1739,1,2026-01-22,1,8,28,36,15,2936,1,0
1581,1739,2,2026-03-09,1,8,28,36,15,2937,1,0
1582,1739,1,2026-02-15,1,8,28,36,15,2938,1,0
1583,1740,1,2026-02-17,1,13,52,217,26,2942,1,0
1584,1741,1,2025-04-30,1,10,37,193,20,2943,1,0
1585,1741,1,2025-05-11,1,10,37,193,20,2944,1,0
1586,1742,1,2023-07-22,1,4,15,226,8,2947,1,0
1587,1742,1,2023-07-28,1,4,15,226,8,2948,1,0
1588,1745,2,2026-08-10,1,12,44,85,24,2952,1,0
1589,1745,1,2026-08-29,1,12,44,85,24,2953,1,0
1590,1747,1,2026-07-06,1,11,42,61,22,2956,1,0
1591,1749,1,2025-05-30,1,11,41,223,22,2958,1,0
1592,1749,1,2025-06-18,1,11,41,223,22,2960,1,0
1593,1750,1,2024-02-21,1,10,36,48,20,2961,1,0
1594,1750,1,2024-02-24,1,10,36,48,20,2962,1,0
1595,1750,1,2024-01-11,1,10,36,48,20,2963,1,0
1596,1750,1,2024-02-03,1,10,36,48,20,2964,1,0
1597,1751,1,2025-07-17,1,10,36,40,20,2965,1,0
1598,1751,1,2025-07-28,1,10,36,40,20,2966,1,0
1599,1752,1,2026-12-22,1,4,13,83,8,2967,1,0
1600,1754,1,2024-08-21,1,3,10,165,5,2970,1,0
1601,1754,1,2024-09-21,1,3,10,165,5,2972,1,0
1602,1755,1,2025-06-27,1,15,59,94,30,2973,1,0
1603,1755,1,2025-07-01,1,15,59,94,30,2974,1,0
1604,1756,2,2024-04-07,1,2,7,138,4,2975,1,0
1605,1757,1,2026-02-02,1,12,47,58,24,2976,1,0
1606,1757,1,2026-01-31,1,12,47,58,24,2977,1,0
1607,1757,1,2025-12-29,1,12,47,58,24,2978,1,0
1608,1758,1,2023-07-24,1,14,55,81,27,2979,1,0
1609,1759,2,2023-05-14,1,2,8,234,4,2981,1,0
1610,1761,1,2024-09-23,1,1,3,2,1,2984,1,0
1611,1761,1,2024-10-12,1,1,3,2,1,2985,1,0
1612,1765,1,2026-06-10,1,13,52,75,26,2990,1,0
1613,1767,1,2023-08-29,1,5,18,202,9,2994,1,0
1614,1768,1,2024-07-17,1,13,50,133,25,2996,1,0
1615,1769,1,2023-07-13,1,3,11,218,5,2997,1,1
1616,1769,1,2023-08-22,1,3,11,218,5,2998,1,0
1617,1770,2,2023-01-18,1,6,22,230,12,3000,1,0
1618,1772,1,2024-09-25,1,3,11,39,6,3002,1,0
1619,1773,1,2025-07-26,1,12,45,214,24,3003,1,0
1620,1777,1,2024-11-09,1,5,20,10,9,3008,1,0
1621,1778,1,2023-03-15,1,2,7,197,4,3009,1,0
1622,1778,2,2023-02-24,1,2,7,197,4,3010,1,0
1623,1778,1,2023-03-28,2,17,7,197,4,3011,1,0
1624,1779,1,2024-01-18,1,1,5,115,1,3012,1,0
1625,1779,1,2024-01-22,1,1,5,115,1,3013,1,0
1626,1780,2,2025-10-25,1,7,25,1,14,3014,1,0
1627,1781,1,2025-06-10,1,14,54,164,27,3015,1,0
1628,1781,1,2025-05-01,1,14,54,164,27,3016,1,0
1629,1782,1,2026-03-03,1,1,4,104,2,3017,1,0
1630,1782,2,2026-03-24,1,1,4,104,2,3019,1,0
1631,1782,1,2026-04-06,1,1,4,104,2,3020,1,0
1632,1786,1,2023-07-14,1,14,54,55,27,3024,1,0
1633,1787,1,2026-05-29,1,10,37,193,20,3025,1,0
1634,1787,1,2026-06-08,1,10,37,193,20,3026,1,0
1635,1788,1,2023-10-07,1,8,29,118,16,3027,1,0
